seed,n_round,max_round,2_max_round,n_elongated,max_elongated,2_max_elongated,n_round_2,max_round_2,2_max_round_2,n_elongated_2,max_elongated_2,2_max_elongated_2,ratio_round,ratio_elongated,ratio_round_2,ratio_elongated_2
1099062448631258,1.2,1997.7,0.2,2.1,0.8,0.7,1.0,1997.9,0.0,1.9,1.0,0.6,0.00010022551368400962,,0.0,
853827592514924,1.2,1998.8,0.2,1.0,0.7,0.2,1.0,1999.0,0.0,1.0,0.7,0.2,0.00010005002501250625,,0.0,
1052030010736714,1.3,1997.4,0.2,2.3,1.0,0.6,1.0,1997.7,0.0,2.3,1.0,0.6,0.00010017536333325806,0.6,0.0,0.6
993068073743470,1.2,1996.9,0.2,2.9,1.0,0.8,1.0,1997.1,0.0,2.9,1.0,0.8,0.00010020050140411222,0.8,0.0,0.8
375074238073900,1.2,1996.8,0.2,3.0,0.9,0.8,1.0,1997.0,0.0,2.8,1.1,0.8,0.00010017531306980512,,0.0,
416178520884477,1.1,1998.6,0.1,1.3,0.8,0.4,1.0,1998.7,0.0,1.3,0.8,0.4,5.005005005005005e-05,,0.0,
874051135843279,1.0,1999.3,0.0,0.7,0.7,0.0,1.0,1999.3,0.0,0.7,0.7,0.0,0.0,,0.0,
12944511869278,1.1,1998.4,0.1,1.4,1.0,0.4,1.0,1998.5,0.0,1.4,1.0,0.4,5.012531328320802e-05,,0.0,
542029227742456,1.7,1995.8,0.6,3.5,0.9,0.9,1.0,1996.5,0.0,3.3,1.1,0.9,0.00030070198104423164,,0.0,
1011744331896734,1.1,1998.2,0.1,1.7,0.9,0.7,1.0,1998.3,0.0,1.7,0.9,0.7,5.0100200400801596e-05,,0.0,
211701226972609,1.6,1995.2,0.6,4.2,1.0,0.9,1.0,1995.8,0.0,3.9,1.3,0.9,0.0003008526586411587,0.9,0.0,0.75
292918525777755,1.3,1997.8,0.3,1.9,0.9,0.6,1.0,1998.1,0.0,1.9,0.9,0.6,0.00015022536311985515,,0.0,
731147908347497,1.1,1998.6,0.1,1.3,0.8,0.5,1.0,1998.7,0.0,1.3,0.8,0.5,5.002501250625312e-05,,0.0,
985549376192247,1.5,1998.8,0.5,0.7,0.6,0.1,1.0,1999.3,0.0,0.7,0.6,0.1,0.00025022521270645333,,0.0,
873456432950595,1.2,1996.0,0.2,3.8,1.0,1.0,1.0,1996.2,0.0,3.8,1.0,1.0,0.00010025072732028299,1.0,0.0,1.0
422219896800918,1.0,1998.3,0.0,1.7,0.9,0.7,1.0,1998.3,0.0,1.7,0.9,0.7,0.0,,0.0,
900740014674953,1.2,1999.6,0.2,0.2,0.2,0.0,1.0,1999.8,0.0,0.2,0.2,0.0,0.00010005002501250625,,0.0,
